assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
94430765,22714859,Acrocephalus gracilirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ACROCEPHALIDAE,Acrocephalus,gracilirostris,,,,"(Hartlaub, 1864)",Least Concern,,3.1,Stable,Global
94431069,22714865,Acrocephalus newtoni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ACROCEPHALIDAE,Acrocephalus,newtoni,,,,"(Hartlaub, 1863)",Least Concern,,3.1,Stable,Global
94431231,22714871,Arundinax aedon,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ACROCEPHALIDAE,Arundinax,aedon,,,,"(Pallas, 1776)",Least Concern,,3.1,Decreasing,Global
94431545,22714874,Acrocephalus rodericanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ACROCEPHALIDAE,Acrocephalus,rodericanus,,,,"(Newton, 1865)",Near Threatened,D2,3.1,Increasing,Global
94432254,22714920,Iduna natalensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ACROCEPHALIDAE,Iduna,natalensis,,,,"(Smith, 1847)",Least Concern,,3.1,Stable,Global
94432539,22714927,Iduna similis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,ACROCEPHALIDAE,Iduna,similis,,,,"(Richmond, 1897)",Least Concern,,3.1,Stable,Global
94433078,22714939,Stenostira scita,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,STENOSTIRIDAE,Stenostira,scita,,,,"(Vieillot, 1818)",Least Concern,,3.1,Stable,Global
94433294,22714944,Phyllolais pulchella,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Phyllolais,pulchella,,,,"(Cretzschmar, 1827)",Least Concern,,3.1,Stable,Global
94434434,22714982,Orthotomus sutorius,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Orthotomus,sutorius,,,,"(Pennant, 1769)",Least Concern,,3.1,Stable,Global
94434723,22714985,Orthotomus atrogularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Orthotomus,atrogularis,,,,"Temminck, 1836",Least Concern,,3.1,Stable,Global
94434973,103778504,Orthotomus castaneiceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Orthotomus,castaneiceps,,,,"Walden, 1872",Least Concern,,3.1,Stable,Global
94435436,22714997,Orthotomus sericeus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Orthotomus,sericeus,,,,"Temminck ,1836",Least Concern,,3.1,Stable,Global
94435650,22715000,Orthotomus ruficeps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Orthotomus,ruficeps,,,,"(Lesson, 1830)",Least Concern,,3.1,Stable,Global
94436064,22715006,Orthotomus samarensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Orthotomus,samarensis,,,,"Steere, 1890",Near Threatened,A2c+3c+4c;B1ab(iii);C2a(i),3.1,Decreasing,Global
94436308,22715009,Orthotomus nigriceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Orthotomus,nigriceps,,,,"Tweeddale, 1878",Least Concern,,3.1,Stable,Global
94436464,22715012,Orthotomus cinereiceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Orthotomus,cinereiceps,,,,"Sharpe, 1877",Least Concern,,3.1,Stable,Global
94436903,22715019,Graueria vittata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Graueria,vittata,,,,"Hartert, 1908",Least Concern,,3.1,Stable,Global
94437398,22715034,Eremomela flavicrissalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Eremomela,flavicrissalis,,,,"Sharpe, 1895",Least Concern,,3.1,Decreasing,Global
94437570,22730969,Eremomela pusilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Eremomela,pusilla,,,,"Hartlaub, 1857",Least Concern,,3.1,Stable,Global
94437878,22715050,Eremomela scotops,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Eremomela,scotops,,,,"Sundevall, 1850",Least Concern,,3.1,Stable,Global
94438136,22715055,Eremomela gregalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,CISTICOLIDAE,Eremomela,gregalis,,,,"(Smith, 1829)",Least Concern,,3.1,Decreasing,Global
94439576,22715086,Newtonia brunneicauda,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VANGIDAE,Newtonia,brunneicauda,,,,"(Newton, 1863)",Least Concern,,3.1,Unknown,Global
94439742,22715090,Newtonia archboldi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VANGIDAE,Newtonia,archboldi,,,,"Delacour & Berlioz, 1931",Least Concern,,3.1,Unknown,Global
94439893,22715094,Newtonia fanovanae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,VANGIDAE,Newtonia,fanovanae,,,,"Gyldenstolpe, 1933",Vulnerable,C1+2a(i),3.1,Decreasing,Global
94440126,22715099,Sylvietta virens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Sylvietta,virens,,,,"Cassin, 1859",Least Concern,,3.1,Stable,Global
94440448,22715103,Sylvietta denti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Sylvietta,denti,,,,"(Ogilvie-Grant, 1906)",Least Concern,,3.1,Stable,Global
94440694,103766614,Sylvietta brachyura,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Sylvietta,brachyura,,,,"Lafresnaye, 1839",Least Concern,,3.1,Stable,Global
94441221,22715127,Sylvietta ruficapilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Sylvietta,ruficapilla,,,,"Barboza du Bocage, 1877",Least Concern,,3.1,Stable,Global
94441439,22715131,Sylvietta whytii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Sylvietta,whytii,,,,"(Shelley, 1894)",Least Concern,,3.1,Decreasing,Global
94441675,22715135,Sylvietta isabellina,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Sylvietta,isabellina,,,,"(Elliot, 1897)",Least Concern,,3.1,Stable,Global
94441847,22715140,Sylvietta rufescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Sylvietta,rufescens,,,,"(Vieillot, 1817)",Least Concern,,3.1,Stable,Global
94442067,22715145,Hemitesia neumanni,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SCOTOCERCIDAE,Hemitesia,neumanni,,,,"(Rothschild, 1908)",Least Concern,,3.1,Stable,Global
94442454,22715154,Macrosphenus flavicans,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Macrosphenus,flavicans,,,,"Cassin, 1859",Least Concern,,3.1,Stable,Global
94442674,22715158,Macrosphenus concolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Macrosphenus,concolor,,,,"(Hartlaub, 1857)",Least Concern,,3.1,Stable,Global
94442922,22715162,Macrosphenus pulitzeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Macrosphenus,pulitzeri,,,,"Boulton, 1931",Endangered,C2a(ii),3.1,Decreasing,Global
94443179,22715166,Macrosphenus kretschmeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MACROSPHENIDAE,Macrosphenus,kretschmeri,,,,"(Reichenow & Neumann, 1895)",Least Concern,,3.1,Decreasing,Global
94443958,22715186,Leptopoecile sophiae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,AEGITHALIDAE,Leptopoecile,sophiae,,,,"Severtsov, 1873",Least Concern,,3.1,Stable,Global
94444330,22715194,Phylloscopus laetus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,laetus,,,,"(Sharpe, 1902)",Least Concern,,3.1,Stable,Global
94444499,22715200,Phylloscopus laurae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,laurae,,,,"(Boulton, 1931)",Least Concern,,3.1,Stable,Global
94444669,22715207,Phylloscopus ruficapilla,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,ruficapilla,,,,"(Sundevall, 1850)",Least Concern,,3.1,Decreasing,Global
94444880,22715222,Phylloscopus herberti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,herberti,,,,"(Alexander, 1903)",Least Concern,,3.1,Stable,Global
94445053,22715228,Phylloscopus budongoensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,budongoensis,,,,"(Seth-Smith, 1907)",Least Concern,,3.1,Decreasing,Global
94445241,22715234,Phylloscopus umbrovirens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,umbrovirens,,,,"(Rüppell, 1840)",Least Concern,,3.1,Stable,Global
94445738,22715264,Phylloscopus fuscatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,fuscatus,,,,"(Blyth, 1842)",Least Concern,,3.1,Stable,Global
94446287,22715267,Phylloscopus fuligiventer,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,fuligiventer,,,,"(Hodgson, 1845)",Least Concern,,3.1,Stable,Global
94446693,22715275,Phylloscopus subaffinis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,subaffinis,,,,"Ogilvie-Grant, 1900",Least Concern,,3.1,Stable,Global
94447118,22715281,Phylloscopus armandii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,armandii,,,,"(Milne-Edwards, 1865)",Least Concern,,3.1,Stable,Global
94447312,22715284,Phylloscopus schwarzi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,schwarzi,,,,"(Radde, 1863)",Least Concern,,3.1,Stable,Global
94447675,22715287,Phylloscopus pulcher,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,pulcher,,,,"Blyth, 1845",Least Concern,,3.1,Stable,Global
94447867,22715290,Phylloscopus maculipennis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,maculipennis,,,,"(Blyth, 1867)",Least Concern,,3.1,Stable,Global
94448067,22715305,Phylloscopus subviridis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,subviridis,,,,"(Brooks, 1872)",Least Concern,,3.1,Stable,Global
94448249,22715324,Phylloscopus tenellipes,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,tenellipes,,,,"Swinhoe, 1860",Least Concern,,3.1,Stable,Global
94448458,22715329,Phylloscopus borealoides,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,borealoides,,,,"Portenko, 1950",Least Concern,,3.1,Stable,Global
94449130,22715344,Phylloscopus occipitalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,occipitalis,,,,"(Blyth, 1845)",Least Concern,,3.1,Stable,Global
94449332,22715348,Phylloscopus coronatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,coronatus,,,,"(Temminck & Schlegel, 1847)",Least Concern,,3.1,Stable,Global
94449596,22715353,Phylloscopus ijimae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,ijimae,,,,"(Stejneger, 1882)",Vulnerable,C2a(ii),3.1,Decreasing,Global
94450232,22715369,Phylloscopus cantator,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,cantator,,,,"(Tickell, 1833)",Least Concern,,3.1,Stable,Global
94450439,22715372,Phylloscopus ricketti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,ricketti,,,,"(Slater, 1897)",Least Concern,,3.1,Stable,Global
94450641,22715375,Phylloscopus olivaceus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,olivaceus,,,,"(Moseley, 1891)",Least Concern,,3.1,Stable,Global
94450787,22715380,Phylloscopus cebuensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,cebuensis,,,,"(Dubois, 1900)",Least Concern,,3.1,Stable,Global
94450947,22715385,Phylloscopus trivirgatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,trivirgatus,,,,"Strickland, 1849",Least Concern,,3.1,Stable,Global
94451139,22715392,Phylloscopus sarasinorum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,sarasinorum,,,,"(Meyer & Wiglesworth, 1896)",Least Concern,,3.1,Stable,Global
94451811,22715412,Phylloscopus amoenus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,amoenus,,,,"(Hartert, 1929)",Vulnerable,D1+2,3.1,Stable,Global
94452088,22715423,Phylloscopus xanthoschistos,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,xanthoschistos,,,,"(Gray, 1846)",Least Concern,,3.1,Stable,Global
94452469,22715433,Phylloscopus poliogenys,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,poliogenys,,,,"(Blyth, 1847)",Least Concern,,3.1,Stable,Global
94452657,22715436,Phylloscopus castaniceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,castaniceps,,,,"(Hodgson, 1845)",Least Concern,,3.1,Stable,Global
94453057,103845369,Phylloscopus grammiceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PHYLLOSCOPIDAE,Phylloscopus,grammiceps,,,,"(Strickland, 1849)",Least Concern,,3.1,Stable,Global
94453415,22715451,Abroscopus albogularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SCOTOCERCIDAE,Abroscopus,albogularis,,,,"(Hodgson, 1854)",Least Concern,,3.1,Stable,Global
94453636,22715454,Abroscopus schisticeps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,SCOTOCERCIDAE,Abroscopus,schisticeps,,,,"(Gray, 1846)",Least Concern,,3.1,Stable,Global
94453826,22715457,Hyliota usambara,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HYLIOTIDAE,Hyliota,usambara,,,,"Sclater, 1932",Endangered,"B2ab(i,ii,iii,v)",3.1,Decreasing,Global
94454440,22715466,Hyliota australis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,HYLIOTIDAE,Hyliota,australis,,,,"Shelley, 1882",Least Concern,,3.1,Decreasing,Global
94454913,22715475,Bradypterus seebohmi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Bradypterus,seebohmi,,,,"(Sharpe, 1879)",Least Concern,,3.1,Stable,Global
94455434,103795069,Cincloramphus timoriensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Cincloramphus,timoriensis,,,,"(Wallace, 1864)",Least Concern,,3.1,Stable,Global
94455641,22715494,Megalurus palustris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Megalurus,palustris,,,,"Horsfield, 1821",Least Concern,,3.1,Unknown,Global
94456565,22715511,Cincloramphus cruralis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Cincloramphus,cruralis,,,,"(Vigors & Horsfield, 1827)",Least Concern,,3.1,Stable,Global
94456945,22715517,Poodytes carteri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Poodytes,carteri,,,,"(North, 1900)",Least Concern,,3.1,Decreasing,Global
94457294,22715525,Megalurulus mariae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Megalurulus,mariae,,,,"Verreaux, 1869",Least Concern,,3.1,Decreasing,Global
94458119,103798488,Megalurulus turipavae,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Megalurulus,turipavae,,,,"(Cain &amp; Galbraith, 1955)",Near Threatened,D1,3.1,Stable,Global
94459481,22715572,Catriscus brevirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Catriscus,brevirostris,,,,"(Sundevall, 1850)",Least Concern,,3.1,Decreasing,Global
94459789,22715577,Schoenicola platyurus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LOCUSTELLIDAE,Schoenicola,platyurus,,,,"(Jerdon, 1844)",Vulnerable,"B1ab(i,ii,iii,iv,v);C2a(i)",3.1,Decreasing,Global
94460945,22715595,Pterorhinus perspicillatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Pterorhinus,perspicillatus,,,,"(Gmelin, 1789)",Least Concern,,3.1,Stable,Global
94461144,22715608,Garrulax monileger,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Garrulax,monileger,,,,"Riley, 1930",Least Concern,,3.1,Decreasing,Global
94461376,22715611,Pterorhinus pectoralis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Pterorhinus,pectoralis,,,,"(Gould, 1836)",Least Concern,,3.1,Decreasing,Global
94461621,22715614,Melanocichla lugubris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TIMALIIDAE,Melanocichla,lugubris,,,,"(Müller, 1835)",Least Concern,,3.1,Decreasing,Global
94462678,22715639,Pterorhinus nuchalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Pterorhinus,nuchalis,,,,"Godwin-Austen, 1876",Near Threatened,C1+2a(i),3.1,Stable,Global
94463103,22715645,Pterorhinus vassali,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Pterorhinus,vassali,,,,"(Ogilvie-Grant, 1906)",Least Concern,,3.1,Stable,Global
94463651,22715659,Pterorhinus davidi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Pterorhinus,davidi,,,,"(Swinhoe, 1868)",Least Concern,,3.1,Stable,Global
94463818,22715662,Ianthocincla sukatschewi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Ianthocincla,sukatschewi,,,,"(Berezowski & Bianchi, 1891)",Vulnerable,C2a(i),3.1,Decreasing,Global
94464507,22715672,Ianthocincla lunulata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Ianthocincla,lunulata,,,,"(Verreaux, 1870)",Least Concern,,3.1,Decreasing,Global
94465722,22715707,Pterorhinus sannio,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Pterorhinus,sannio,,,,"Swinhoe, 1867",Least Concern,,3.1,Stable,Global
94466457,22715735,Trochalopteron subunicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Trochalopteron,subunicolor,,,,"Blyth, 1843",Least Concern,,3.1,Decreasing,Global
94466825,22715741,Trochalopteron variegatum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Trochalopteron,variegatum,,,,"(Vigors, 1831)",Least Concern,,3.1,Decreasing,Global
94467378,22715750,Trochalopteron morrisonianum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Trochalopteron,morrisonianum,,,,"(Ogilvie-Grant, 1906)",Least Concern,,3.1,Decreasing,Global
94468047,22715764,Trochalopteron milnei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Trochalopteron,milnei,,,,"(David, 1874)",Least Concern,,3.1,Decreasing,Global
94468259,103878699,Liocichla phoenicea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,LEIOTRICHIDAE,Liocichla,phoenicea,,,,"(Gould, 1837)",Least Concern,,3.1,Decreasing,Global
94468819,22715779,Modulatrix stictigula,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MODULATRICIDAE,Modulatrix,stictigula,,,,"(Reichenow, 1906)",Least Concern,,3.1,Decreasing,Global
94469277,22715792,Pellorneum rostratum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Pellorneum,rostratum,,,,"(Blyth, 1842)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94469588,22715795,Pellorneum celebense,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Pellorneum,celebense,,,,"(Strickland, 1849)",Least Concern,,3.1,Stable,Global
94469772,22715798,Pellorneum bicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Pellorneum,bicolor,,,,"(Lesson, 1839)",Least Concern,,3.1,Stable,Global
94469963,22715801,Leonardina woodi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Leonardina,woodi,,,,"(Mearns, 1905)",Least Concern,,3.1,Stable,Global
94470132,22715811,Malacocincla abbotti,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Malacocincla,abbotti,,,,"Blyth, 1845",Least Concern,,3.1,Stable,Global
94470394,22715814,Malacocincla sepiaria,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Malacocincla,sepiaria,,,,"(Horsfield, 1821)",Least Concern,,3.1,Decreasing,Global
94470581,22715827,Malacocincla perspicillata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Malacocincla,perspicillata,,,,"(Bonaparte, 1850)",Data Deficient,,3.1,Decreasing,Global
94471144,22715837,Pellorneum cinereiceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Pellorneum,cinereiceps,,,,"(Tweeddale, 1878)",Least Concern,,3.1,Decreasing,Global
94471459,22715853,Pellorneum albiventre,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Pellorneum,albiventre,,,,"(Godwin-Austen, 1877)",Least Concern,,3.1,Stable,Global
94471679,22715856,Pellorneum palustre,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Pellorneum,palustre,,,,"Gould, 1872",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
94471991,22715859,Pellorneum ruficeps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Pellorneum,ruficeps,,,,"Swainson, 1832",Least Concern,,3.1,Stable,Global
94472238,22715862,Pellorneum fuscocapillus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Pellorneum,fuscocapillus,,,,"(Blyth, 1849)",Least Concern,,3.1,Stable,Global
94472609,22715873,Malacopteron magnirostre,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Malacopteron,magnirostre,,,,"(Moore, 1854)",Least Concern,,3.1,Stable,Global
94472803,22715876,Malacopteron affine,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Malacopteron,affine,,,,"(Blyth, 1842)",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94473112,22715879,Malacopteron cinereum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Malacopteron,cinereum,,,,"Eyton, 1839",Least Concern,,3.1,Stable,Global
94473313,22715882,Malacopteron magnum,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Malacopteron,magnum,,,,"Eyton, 1839",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94473596,22715885,Malacopteron palawanense,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Malacopteron,palawanense,,,,"Büttikofer, 1895",Near Threatened,A2c+3c+4c,3.1,Decreasing,Global
94474411,22715895,Illadopsis albipectus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Illadopsis,albipectus,,,,"(Reichenow, 1887)",Least Concern,,3.1,Stable,Global
94475129,103869025,Illadopsis rufipennis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Illadopsis,rufipennis,,,,"(Sharpe, 1872)",Least Concern,,3.1,Stable,Global
94475694,22715918,Illadopsis pyrrhoptera,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Illadopsis,pyrrhoptera,,,,"(Reichenow & Neumann, 1895)",Least Concern,,3.1,Stable,Global
94476149,22715933,Kakamega poliothorax,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MODULATRICIDAE,Kakamega,poliothorax,,,,"(Reichenow, 1900)",Least Concern,,3.1,Decreasing,Global
94476538,22715943,Erythrogenys hypoleucos,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TIMALIIDAE,Erythrogenys,hypoleucos,,,,"(Blyth, 1844)",Least Concern,,3.1,Decreasing,Global
94476761,22715955,Erythrogenys erythrogenys,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TIMALIIDAE,Erythrogenys,erythrogenys,,,,"(Vigors, 1832)",Least Concern,,3.1,Stable,Global
94476979,22715967,Pomatorhinus schisticeps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TIMALIIDAE,Pomatorhinus,schisticeps,,,,"Hodgson, 1836",Least Concern,,3.1,Decreasing,Global
94477204,22715972,Pomatorhinus montanus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TIMALIIDAE,Pomatorhinus,montanus,,,,"Horsfield, 1821",Least Concern,,3.1,Stable,Global
94477385,22715984,Pomatorhinus ochraceiceps,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TIMALIIDAE,Pomatorhinus,ochraceiceps,,,,"Walden, 1873",Least Concern,,3.1,Decreasing,Global
94477583,103893364,Pomatorhinus ferruginosus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TIMALIIDAE,Pomatorhinus,ferruginosus,,,,"Blyth, 1845",Least Concern,,3.1,Decreasing,Global
94477796,22715994,Pomatorhinus superciliaris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,TIMALIIDAE,Pomatorhinus,superciliaris,,,,"(Blyth, 1842)",Least Concern,,3.1,Stable,Global
94477987,103869790,Napothera danjoui,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Napothera,danjoui,,,,"(Robinson &amp; Kloss, 1919)",Near Threatened,C2a(i),3.1,Decreasing,Global
94478262,22716010,Ptilocichla leucogrammica,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,PELLORNEIDAE,Ptilocichla,leucogrammica,,,,"(Bonaparte, 1850)",Vulnerable,A2c+3c+4c,3.1,Decreasing,Global
