order,genus_species,maturity_d,interbirth_d,longevity_m,litter_size_ind
Rodentia,Microryzomys_minutus,,,,
Rodentia,Microsciurus_alfari,,,,
Rodentia,Microsciurus_flaviventer,,,,
Rodentia,Microsciurus_mimulus,,,,
Rodentia,Microsciurus_santanderensis,,,,
Rodentia,Microtus_abbreviatus,,22.0,,3.0
Rodentia,Microtus_agrestis,38.27,20.26,39.6,4.65
Rodentia,Microtus_anatolicus,,,,
Rodentia,Microtus_arvalis,28.19,25.15,36.0,4.99
Rodentia,Microtus_bavaricus,,,,
Rodentia,Microtus_brachycercus,,,,
Rodentia,Microtus_breweri,,,,4.5
Rodentia,Microtus_cabrerae,,,,
Rodentia,Microtus_californicus,23.81,,,4.41
Rodentia,Microtus_canicaudus,22.67,,,4.62
Rodentia,Microtus_chrotorrhinus,,,,3.58
Rodentia,Microtus_clarkei,,,,
Rodentia,Microtus_daghestanicus,,,,
Rodentia,Microtus_dogramacii,,,,
Chiroptera,Myotis_rosseti,,,,
Chiroptera,Myotis_ruber,,,,
Chiroptera,Myotis_schaubi,,,,
Chiroptera,Myotis_scotti,,,,
Chiroptera,Myotis_septentrionalis,,,,
Chiroptera,Myotis_sicarius,,,,
Chiroptera,Myotis_siligorensis,,,,0.98
Chiroptera,Myotis_simus,,,,0.98
Chiroptera,Myotis_sodalis,356.56,,240.0,0.99
Chiroptera,Myotis_stalkeri,,,,
Chiroptera,Myotis_thysanodes,,,219.6,0.99
Chiroptera,Myotis_tricolor,157.84,,,0.99
Chiroptera,Myotis_velifer,420.91,,135.96,0.99
Chiroptera,Myotis_vivesi,,,120.0,0.99
Chiroptera,Myotis_volans,243.59,,51.0,0.99
Chiroptera,Myotis_welwitschii,,,,
Chiroptera,Myotis_yanbarensis,,,,
Chiroptera,Myotis_yesoensis,,,,
Chiroptera,Myotis_yumanensis,,,105.96,0.99
Rodentia,Myotomys_sloggetti,96.01,49.0,,1.44
Rodentia,Myotomys_unisulcatus,47.39,,,1.42
Dasyuromorphia,Myrmecobius_fasciatus,,365.0,72.0,3.68
Pilosa,Myrmecophaga_tridactyla,1227.12,,312.0,1.0
Rodentia,Mysateles_garridoi,,,,
Rodentia,Mysateles_meridionalis,,,,
Rodentia,Mysateles_prehensilis,,,,2.0
Chiroptera,Mystacina_robusta,,,,
Chiroptera,Mystacina_tuberculata,,,,0.99
Rodentia,Mystromys_albicaudatus,124.72,36.0,72.0,3.0
Chiroptera,Myzopoda_aurita,,,,
Artiodactyla,Naemorhedus_baileyi,,,219.0,1.5
Artiodactyla,Naemorhedus_caudatus,,,108.96,
Artiodactyla,Naemorhedus_goral,1016.66,365.0,211.2,1.0
Artiodactyla,Naemorhedus_griseus,,,207.96,
Carnivora,Nandinia_binotata,1015.0,182.5,222.0,1.84
Rodentia,Microtus_duodecimcostatus,,,,2.51
Rodentia,Microtus_evoronensis,,,,
Rodentia,Microtus_felteni,,,,
Rodentia,Microtus_fortis,131.53,42.5,,5.34
Rodentia,Microtus_gerbei,,,,
Rodentia,Microtus_gregalis,56.38,,,8.48
Rodentia,Microtus_guatemalensis,,,,
Rodentia,Microtus_guentheri,73.21,29.1,46.8,6.14
Rodentia,Microtus_ilaeus,,,,
Rodentia,Microtus_irani,,,,
Rodentia,Microtus_kikuchii,,,,1.97
Rodentia,Microtus_levis,,,,
Rodentia,Microtus_liechtensteini,,,,
Rodentia,Microtus_limnophilus,,,,
Rodentia,Microtus_longicaudus,,,,4.73
Chiroptera,Murina_tubinaris,,,,1.37
Chiroptera,Murina_ussuriensis,,,,
Rodentia,Mus_baoulei,,,,
Rodentia,Mus_booduga,,,,5.96
Rodentia,Mus_bufo,,,,
Rodentia,Mus_callewaerti,,,,
Rodentia,Mus_caroli,,,,
Rodentia,Mus_cervicolor,,,,4.4
Rodentia,Mus_cookii,,,,
Rodentia,Mus_crociduroides,,,,
Rodentia,Mus_famulus,,,,
Rodentia,Mus_fernandoni,,,,
Rodentia,Mus_fragilicauda,,,,
Rodentia,Mus_goundae,,,,
Rodentia,Mus_haussa,,,,
Rodentia,Mus_indutus,,,,4.76
Rodentia,Mus_macedonicus,,,,
Rodentia,Mus_mahomet,,,,
Rodentia,Mus_mattheyi,,,,
Rodentia,Mus_mayori,,,,2.95
Rodentia,Mus_minutoides,57.35,31.2,37.2,4.18
Rodentia,Mus_musculoides,,,,3.49
Rodentia,Mus_musculus,64.71,,72.0,5.54
Rodentia,Mus_neavei,,,,
Rodentia,Mus_orangiae,,,,
Rodentia,Mus_oubanguii,,,,
Rodentia,Mus_pahari,,,,
Rodentia,Mus_phillipsi,,,,
Rodentia,Mus_platythrix,,,,6.93
Rodentia,Mus_saxicola,,,,
Rodentia,Mus_setulosus,,,,3.92
Rodentia,Mus_setzeri,,,,
Rodentia,Mus_shortridgei,,,,
Rodentia,Mus_sorella,,,,
Rodentia,Mus_spicilegus,103.46,,,6.69
Rodentia,Mus_spretus,40.36,,,5.15
Rodentia,Mus_tenellus,,,,1.94
Rodentia,Mus_terricolor,,,,
Rodentia,Mus_triton,50.85,,,4.4
Rodentia,Mus_vulcani,,,,
Rodentia,Muscardinus_avellanarius,346.11,50.0,72.0,4.3
Chiroptera,Musonycteris_harrisoni,,,,
Carnivora,Mustela_africana,,,,
Carnivora,Mustela_altaica,,365.0,,5.44
Carnivora,Mustela_erminea,93.09,365.0,85.23,6.74
Carnivora,Mustela_eversmanii,326.63,365.0,,7.82
Carnivora,Mustela_felipei,,,,
Carnivora,Mustela_frenata,200.69,365.0,85.23,6.5
Carnivora,Mustela_itatsi,,,,
Carnivora,Mustela_kathiah,,,,
Carnivora,Mustela_lutreola,351.71,365.0,120.0,4.5
Carnivora,Mustela_lutreolina,,,,
Carnivora,Mustela_nigripes,371.23,365.0,144.0,3.36
Carnivora,Mustela_nivalis,169.99,273.75,120.0,5.07
Carnivora,Mustela_nudipes,,,,4.0
Carnivora,Mustela_putorius,308.5,252.5,168.0,8.48
Carnivora,Mustela_sibirica,,,106.0,6.48
Carnivora,Mustela_strigidorsa,,,,
Carnivora,Mustela_subpalmata,,,,
Carnivora,Mydaus_javanensis,,,,
Carnivora,Mydaus_marchei,,,,
Rodentia,Mylomys_dybowskii,,,,4.04
Rodentia,Mylomys_rex,,,,
Rodentia,Myocastor_coypus,187.09,131.5,144.0,5.34
Rodentia,Myodes_andersoni,,,,
Rodentia,Myodes_californicus,,,,3.1
Rodentia,Myodes_centralis,,,,4.83
Rodentia,Myodes_gapperi,94.39,17.0,20.0,5.37
Rodentia,Myodes_glareolus,40.91,21.75,58.8,4.31
Rodentia,Myodes_imaizumii,,,,
Rodentia,Myodes_regulus,,,,
Rodentia,Myodes_rex,,,,
Rodentia,Myodes_rufocanus,,32.6,,5.01
Rodentia,Myodes_rutilus,,20.5,,5.6
Rodentia,Myodes_shanseius,,,,
Rodentia,Myodes_smithii,,22.0,42.0,4.1
Dasyuromorphia,Myoictis_melas,,,,
Dasyuromorphia,Myoictis_wallacii,,,,
Rodentia,Myomimus_personatus,,,,
Rodentia,Myomimus_roachi,,,,
Rodentia,Myomimus_setzeri,,,,
Rodentia,Myomyscus_angolensis,,,,
Rodentia,Myomyscus_brockmani,,,,
Rodentia,Myomyscus_verreauxii,,,,
Rodentia,Myomyscus_yemeni,,,,
Chiroptera,Myonycteris_brachycephala,,,,
Chiroptera,Myonycteris_relicta,,,,
Chiroptera,Myonycteris_torquata,,,,1.0
Rodentia,Myoprocta_acouchy,218.76,,120.0,1.97
Rodentia,Myoprocta_pratti,137.42,,,1.77
Chiroptera,Myopterus_daubentonii,,,,
Chiroptera,Myopterus_whitleyi,,,,
Rodentia,Myopus_schisticolor,25.37,25.0,12.0,5.25
Rodentia,Myosciurus_pumilio,,,,1.97
Soricomorpha,Myosorex_babaulti,,,,2.99
Soricomorpha,Myosorex_blarina,,,,
Soricomorpha,Myosorex_cafer,,,,2.99
Soricomorpha,Myosorex_eisentrauti,,,,
Soricomorpha,Myosorex_geata,,,,4.0
Soricomorpha,Myosorex_kihaulei,,,,
Soricomorpha,Myosorex_longicaudatus,,,,
Soricomorpha,Myosorex_okuensis,,,,
Soricomorpha,Myosorex_rumpii,,,,
Soricomorpha,Myosorex_schalleri,,,,
Soricomorpha,Myosorex_sclateri,,,,
Soricomorpha,Myosorex_tenuis,,,,
Soricomorpha,Myosorex_varius,,,12.0,2.9
Soricomorpha,Myosorex_zinki,,,,
Rodentia,Myospalax_aspalax,,,,
Rodentia,Myospalax_myospalax,,,,4.5
Rodentia,Myospalax_psilurus,,,,3.11
Chiroptera,Myotis_abei,,,,
Chiroptera,Myotis_adversus,231.09,,,1.0
Chiroptera,Myotis_aelleni,,,,
Chiroptera,Myotis_albescens,152.76,,,0.98
Chiroptera,Myotis_alcathoe,,,,
Chiroptera,Myotis_altarium,,,,
Chiroptera,Myotis_anjouanensis,,,,
Chiroptera,Myotis_annamiticus,,,,
Chiroptera,Myotis_annectans,,,,
Chiroptera,Myotis_atacamensis,,,,
Chiroptera,Myotis_ater,,,,
Chiroptera,Myotis_auriculus,,,38.0,1.0
Chiroptera,Myotis_australis,,,,
Chiroptera,Myotis_austroriparius,188.68,,72.0,1.88
Chiroptera,Myotis_bechsteinii,,,252.0,1.0
Chiroptera,Myotis_blythii,420.91,,237.99,0.98
Chiroptera,Myotis_bocagii,,,,0.99
Chiroptera,Myotis_bombinus,,,,
Chiroptera,Myotis_brandtii,,,,
Chiroptera,Myotis_bucharensis,,,,
Chiroptera,Myotis_californicus,,,180.0,0.99
Chiroptera,Myotis_capaccinii,377.57,,,0.99
Chiroptera,Myotis_chiloensis,,,,0.98
Chiroptera,Myotis_chinensis,,,,
Chiroptera,Myotis_ciliolabrum,,,,
Chiroptera,Myotis_cobanensis,,,,
Chiroptera,Myotis_csorbai,,,,
Chiroptera,Myotis_dasycneme,,,234.0,1.0
Chiroptera,Myotis_daubentonii,371.23,,336.0,1.21
Chiroptera,Myotis_davidii,,,,
Chiroptera,Myotis_dominicensis,,,,
Chiroptera,Myotis_elegans,,,,0.98
Chiroptera,Myotis_emarginatus,413.84,,216.0,0.99
Chiroptera,Myotis_evotis,,,,0.98
Chiroptera,Myotis_fimbriatus,,,,
Chiroptera,Myotis_findleyi,,,,
Chiroptera,Myotis_formosus,,,,
Chiroptera,Myotis_fortidens,,,,0.98
Chiroptera,Myotis_frater,,,,1.0
Chiroptera,Myotis_gomantongensis,,,,
Chiroptera,Myotis_goudoti,,,,
Chiroptera,Myotis_grisescens,530.44,,471.24,0.99
Chiroptera,Myotis_hajastanicus,,,,
Chiroptera,Myotis_hasseltii,,,,0.99
Chiroptera,Myotis_hermani,,,,
Chiroptera,Myotis_horsfieldii,,,,
Chiroptera,Myotis_hosonoi,,,,
Chiroptera,Myotis_ikonnikovi,,,,
Chiroptera,Myotis_insularum,,,,
Chiroptera,Myotis_keaysi,,,,0.98
Chiroptera,Myotis_keenii,,,222.0,0.99
Chiroptera,Myotis_laniger,,,,
Chiroptera,Myotis_leibii,,,,0.99
Chiroptera,Myotis_levis,,,,
Chiroptera,Myotis_longipes,,,,
Chiroptera,Myotis_lucifugus,280.6,,408.0,1.0
Chiroptera,Myotis_macrodactylus,,,,1.0
Chiroptera,Myotis_macropus,,,,
Chiroptera,Myotis_macrotarsus,,,,
Chiroptera,Myotis_martiniquensis,,,,
Chiroptera,Myotis_melanorhinus,,,,
Chiroptera,Myotis_moluccarum,,,,
Chiroptera,Myotis_montivagus,,,,
Chiroptera,Myotis_morrisi,,,,
Chiroptera,Myotis_muricola,,,,1.0
Chiroptera,Myotis_myotis,399.6,,264.0,1.5
Chiroptera,Myotis_mystacinus,,,,
Chiroptera,Myotis_nattereri,,,180.0,0.99
Chiroptera,Myotis_nesopolus,,,,
Chiroptera,Myotis_nigricans,,,,
Chiroptera,Myotis_nipalensis,,,,
Chiroptera,Myotis_occultus,,,,
Chiroptera,Myotis_oreias,,,,
Chiroptera,Myotis_oxygnathus,,,,
Chiroptera,Myotis_oxyotus,,,,0.98
Chiroptera,Myotis_ozensis,,,,
Chiroptera,Myotis_peninsularis,,,,
Chiroptera,Myotis_pequinius,,,,
Chiroptera,Myotis_planiceps,,,,
Chiroptera,Myotis_pruinosus,,,,
Chiroptera,Myotis_punicus,,,,
Chiroptera,Myotis_ricketti,,,,
Chiroptera,Myotis_ridleyi,,,,
Chiroptera,Myotis_riparius,,,,0.98
Artiodactyla,Nanger_dama,109.36,182.5,207.96,1.0
Artiodactyla,Nanger_granti,249.81,,152.04,1.0
Artiodactyla,Nanger_soemmerringii,413.84,,186.0,1.0
Rodentia,Nannosciurus_melanotis,,,,
Chiroptera,Nanonycteris_veldkampii,,,,0.98
Rodentia,Napaeozapus_insignis,420.91,,48.0,4.5
Primates,Nasalis_larvatus,1894.11,547.5,252.0,1.02
Carnivora,Nasua_narica,1009.04,365.0,212.0,4.0
Carnivora,Nasua_nasua,841.82,365.0,212.4,3.69
Carnivora,Nasuella_olivacea,,,,
Chiroptera,Natalus_jamaicensis,,,,
Chiroptera,Natalus_major,,,,
Chiroptera,Natalus_primus,,,,
Chiroptera,Natalus_stramineus,,,57.96,0.99
Chiroptera,Natalus_tumidirostris,,,,
Rodentia,Neacomys_dubosti,,,,
Rodentia,Neacomys_guianae,,,,
Rodentia,Neacomys_minutus,,,,
Rodentia,Neacomys_musseri,,,,
Rodentia,Neacomys_paracou,,,,
Rodentia,Neacomys_pictus,,,,
Rodentia,Neacomys_spinosus,,,,
Rodentia,Neacomys_tenuipes,31.19,,,3.94
Afrosoricida,Neamblysomus_gunningi,,,,
Afrosoricida,Neamblysomus_julianae,,,,0.96
Rodentia,Necromys_amoenus,,,,
Rodentia,Necromys_benefactus,,,,
Rodentia,Necromys_lactens,,,,
Rodentia,Necromys_lasiurus,39.06,,,4.5
Rodentia,Necromys_lenguarum,,,,
Rodentia,Necromys_obscurus,,,,4.86
Rodentia,Nelsonia_goldmani,,,,
Rodentia,Nelsonia_neotomodon,,,,
Rodentia,Neodon_forresti,,,,
Rodentia,Neodon_irene,,,,
Rodentia,Neodon_juldaschi,,26.6,,3.52
Rodentia,Neodon_sikimensis,,,,2.25
Carnivora,Neofelis_nebulosa,753.48,,204.0,2.25
Rodentia,Neofiber_alleni,95.8,,,2.33
Erinaceomorpha,Neohylomys_hainanensis,,,,
Soricomorpha,Neomys_anomalus,106.45,,24.0,7.1
Soricomorpha,Neomys_fodiens,320.22,59.0,36.0,6.39
Soricomorpha,Neomys_teres,,,,
Chiroptera,Neonycteris_pusilla,,,,
Dasyuromorphia,Neophascogale_lorentzi,,,,
Carnivora,Neophoca_cinerea,1587.55,539.89,192.0,1.35
Cetacea,Neophocaena_phocaenoides,,730.0,276.0,0.97
Chiroptera,Neopteryx_frosti,,,,0.98
Chiroptera,Neoromicia_brunneus,,,,
Chiroptera,Neoromicia_capensis,,,,1.96
Chiroptera,Neoromicia_flavescens,,,,
Chiroptera,Neoromicia_guineensis,,,,
Chiroptera,Neoromicia_helios,,,,
Chiroptera,Neoromicia_melckorum,,,,1.98
Chiroptera,Neoromicia_nanus,,,,1.86
Chiroptera,Neoromicia_rendalli,,,,
Chiroptera,Neoromicia_somalicus,,,,2.0
Chiroptera,Neoromicia_tenuipinnis,,,,
Chiroptera,Neoromicia_zuluensis,,,,
Erinaceomorpha,Neotetracus_sinensis,,,,4.28
Rodentia,Neotoma_albigula,94.14,49.0,92.4,2.14
Rodentia,Neotoma_angustapalata,,,,
Rodentia,Neotoma_anthonyi,,,,
Rodentia,Neotoma_bryanti,,,,
Rodentia,Neotoma_bunkeri,,,,
Rodentia,Neotoma_chrysomelas,,,,0.97
Rodentia,Neotoma_cinerea,525.0,30.0,,3.45
Rodentia,Neotoma_devia,,,,
Rodentia,Neotoma_floridana,175.38,83.0,36.0,3.11
Rodentia,Neotoma_fuscipes,,,,2.79
Rodentia,Neotoma_goldmani,,,,1.29
Rodentia,Neotoma_lepida,94.59,60.0,,2.7
Rodentia,Neotoma_leucodon,,,,
Rodentia,Neotoma_macrotis,,,,
Rodentia,Neotoma_magister,,,,2.0
Rodentia,Neotoma_martinensis,,,,
Rodentia,Neotoma_mexicana,59.82,,,2.59
Chiroptera,Nyctophilus_nebulosus,,,,
Chiroptera,Nyctophilus_timoriensis,,,,2.0
Chiroptera,Nyctophilus_walkeri,,,,
Lagomorpha,Ochotona_alpina,377.57,,36.0,3.07
Lagomorpha,Ochotona_argentata,,,,
Lagomorpha,Ochotona_cansus,413.84,,60.0,3.65
Lagomorpha,Ochotona_collaris,374.39,,72.0,3.35
Lagomorpha,Ochotona_curzoniae,,,,4.39
Lagomorpha,Ochotona_dauurica,94.39,,,5.91
Lagomorpha,Ochotona_erythrotis,,,,
Lagomorpha,Ochotona_forresti,,,,
Lagomorpha,Ochotona_gaoligongensis,,,,
Lagomorpha,Ochotona_gloveri,,,,
Lagomorpha,Ochotona_himalayana,,,,3.42
Lagomorpha,Ochotona_hoffmanni,,,,
Lagomorpha,Ochotona_huangensis,,,,
Lagomorpha,Ochotona_hyperborea,,,,3.02
Lagomorpha,Ochotona_iliensis,,,,
Lagomorpha,Ochotona_koslowi,,,,1.0
Lagomorpha,Ochotona_ladacensis,,,,
Lagomorpha,Ochotona_macrotis,371.23,,,4.23
Lagomorpha,Ochotona_muliensis,,,,
Lagomorpha,Ochotona_nigritia,,,,
Lagomorpha,Ochotona_nubrica,,,,
Lagomorpha,Ochotona_pallasi,365.0,,48.0,7.45
Lagomorpha,Ochotona_princeps,374.39,30.41,84.0,2.88
Lagomorpha,Ochotona_pusilla,31.87,,48.0,8.59
Lagomorpha,Ochotona_roylei,335.51,,,3.0
Artiodactyla,Pelea_capreolus,,,147.96,1.0
Rodentia,Pelomys_campanae,,,,
Rodentia,Pelomys_fallax,,,,4.0
Rodentia,Pelomys_hopkinsi,,,,
Rodentia,Pelomys_isseli,,,,
Rodentia,Pelomys_minor,,,,2.5
Lagomorpha,Pentalagus_furnessi,,,,2.44
Rodentia,Oecomys_concolor,92.8,,,2.95
Rodentia,Oecomys_flavicans,,,,
Rodentia,Oecomys_mamorae,,,,
Rodentia,Oecomys_paricola,,,,
Rodentia,Oecomys_phaeotis,,,,
Rodentia,Oecomys_rex,,,,
Rodentia,Oecomys_roberti,,,,
Rodentia,Oecomys_rutilus,,,,
Rodentia,Oecomys_speciosus,,,,
Rodentia,Oecomys_superans,,,,
Rodentia,Oecomys_trinitatis,,,,
Rodentia,Oenomys_hypoxanthus,116.96,,,2.81
Rodentia,Oenomys_ornatus,,,,
Artiodactyla,Okapia_johnstoni,947.05,,396.0,0.98
Rodentia,Olallamys_albicauda,,,,
Rodentia,Olallamys_edax,,,,
Rodentia,Oligoryzomys_andinus,,,,
Rodentia,Oligoryzomys_arenalis,,,,
Rodentia,Oligoryzomys_brendae,,,,
Rodentia,Oligoryzomys_chacoensis,,,,
Rodentia,Oligoryzomys_delticola,,,,3.3
Rodentia,Oligoryzomys_destructor,,,,
Rodentia,Oligoryzomys_eliurus,,,,
Rodentia,Oligoryzomys_flavescens,,,,4.95
Rodentia,Oligoryzomys_fornesi,,,,
Rodentia,Oligoryzomys_fulvescens,,,,3.64
Rodentia,Oligoryzomys_griseolus,,,,
Rodentia,Oligoryzomys_longicaudatus,27.72,,,4.77
Rodentia,Oligoryzomys_magellanicus,,,,
Rodentia,Oligoryzomys_microtis,,,,
Rodentia,Oligoryzomys_nigripes,47.39,,,3.59
Rodentia,Oligoryzomys_stramineus,,,,
Rodentia,Oligoryzomys_vegetus,,,,
Rodentia,Oligoryzomys_victus,,,,
Carnivora,Ommatophoca_rossii,1489.84,365.0,252.0,0.96
Rodentia,Ondatra_zibethicus,198.11,30.0,120.0,6.55
Diprotodontia,Onychogalea_fraenata,209.75,125.0,60.0,1.0
Diprotodontia,Onychogalea_lunata,,,,1.0
Diprotodontia,Onychogalea_unguifera,,,,1.0
Rodentia,Onychomys_arenicola,,,,
Rodentia,Oryzomys_curasoae,,,,
Rodentia,Oryzomys_devius,,,,
Rodentia,Oryzomys_dimidiatus,,,,
Rodentia,Oryzomys_emmonsae,,,,
Rodentia,Oryzomys_galapagoensis,,,20.0,
Rodentia,Oryzomys_gorgasi,,,,
Rodentia,Oryzomys_hammondi,,,,
Rodentia,Oryzomys_keaysi,,,,
Rodentia,Oryzomys_lamia,,,,
Rodentia,Oryzomys_laticeps,,,,
Rodentia,Oryzomys_legatus,,,,
Rodentia,Oryzomys_levipes,,,,
Rodentia,Oryzomys_macconnelli,,,,
Rodentia,Oryzomys_maracajuensis,,,,
Rodentia,Oryzomys_marinhus,,,,
Rodentia,Oryzomys_megacephalus,53.85,,45.0,3.72
Rodentia,Oryzomys_melanotis,,,,3.88
Rodentia,Oryzomys_meridensis,,,,
Rodentia,Oryzomys_nelsoni,,,,
Rodentia,Oryzomys_nitidus,,,,
Rodentia,Oryzomys_palustris,49.92,,28.5,4.08
Rodentia,Oryzomys_perenensis,,,,
Rodentia,Oryzomys_polius,,,,
Rodentia,Oryzomys_rhabdops,,,,
Rodentia,Oryzomys_rostratus,,,,
Rodentia,Oryzomys_russatus,,,,
Rodentia,Oryzomys_saturatior,,,,
Rodentia,Oryzomys_scotti,,,,
Rodentia,Neotoma_micropus,172.7,,27.0,2.5
Rodentia,Neotoma_nelsoni,,,,
Rodentia,Neotoma_palatina,,,,
Rodentia,Neotoma_phenax,,,,2.0
Rodentia,Neotoma_stephensi,324.33,130.0,,1.06
Rodentia,Neotomodon_alstoni,106.63,,,3.2
Rodentia,Neotomys_ebriosus,,,,
Artiodactyla,Neotragus_batesi,366.52,,168.0,1.0
Artiodactyla,Neotragus_moschatus,197.64,,168.0,1.0
Artiodactyla,Neotragus_pygmaeus,,,168.0,1.0
Carnivora,Neovison_macrodon,,,,
Carnivora,Neovison_vison,,,,
Soricomorpha,Nesiotites_hidalgo,,,,
Soricomorpha,Nesiotites_similis,,,,
Rodentia,Nesokia_bunnii,,,,
Rodentia,Nesokia_indica,,,,4.18
Lagomorpha,Nesolagus_netscheri,,,,
Lagomorpha,Nesolagus_timminsi,,,,
Rodentia,Nesomys_audeberti,,,,
Rodentia,Nesomys_lambertoni,,,,
Rodentia,Nesomys_rufus,,,,
Soricomorpha,Nesophontes_edithae,,,,
Soricomorpha,Nesophontes_hypomicrus,,,,
Soricomorpha,Nesophontes_longirostris,,,,
Soricomorpha,Nesophontes_major,,,,
Soricomorpha,Nesophontes_micrus,,,,
Soricomorpha,Nesophontes_paramicrus,,,,
Soricomorpha,Nesophontes_submicrus,,,,
Soricomorpha,Nesophontes_superstes,,,,
Soricomorpha,Nesophontes_zamicrus,,,,
Rodentia,Nesoromys_ceramicus,,,,
Rodentia,Nesoryzomys_darwini,,,,
Rodentia,Nesoryzomys_fernandinae,,,,
Rodentia,Nesoryzomys_indefessus,,,,
Rodentia,Nesoryzomys_swarthi,,,,
Soricomorpha,Neurotrichus_gibbsii,,,,2.99
Rodentia,Neusticomys_monticolus,,,,1.94
Rodentia,Neusticomys_mussoi,,,,
Rodentia,Neusticomys_oyapocki,,,,
Rodentia,Neusticomys_peruviensis,,,,
Rodentia,Neusticomys_venezuelae,,,,
Rodentia,Nilopegamys_plumbeus,,,,
Dasyuromorphia,Ningaui_ridei,328.8,365.0,24.0,5.99
Dasyuromorphia,Ningaui_timealeyi,,365.0,24.0,5.7
Dasyuromorphia,Ningaui_yvonnae,,,,7.0
Rodentia,Niviventer_andersoni,,,,
Rodentia,Niviventer_brahma,,,,
Rodentia,Niviventer_cameroni,,,,
Rodentia,Niviventer_confucianus,,,,
Rodentia,Niviventer_coninga,,,,2.37
Rodentia,Niviventer_cremoriventer,,,,3.7
Rodentia,Niviventer_culturatus,,,,
Rodentia,Niviventer_eha,,,,4.86
Rodentia,Niviventer_excelsior,,,,
Rodentia,Niviventer_fraternus,,,,
Rodentia,Niviventer_fulvescens,,,,4.41
Rodentia,Niviventer_hinpoon,,,,
Rodentia,Niviventer_langbianis,,,,
Rodentia,Niviventer_lepturus,,,,
Rodentia,Niviventer_niviventer,,,,
Rodentia,Niviventer_rapit,,,,
Rodentia,Niviventer_tenaster,,,,
Chiroptera,Noctilio_albiventris,,,,0.99
Chiroptera,Noctilio_leporinus,,,,
Primates,Nomascus_concolor,2454.24,821.25,529.2,1.01
Primates,Nomascus_gabriellae,,,,
Primates,Nomascus_hainanus,,,,
Primates,Nomascus_leucogenys,,,,
Primates,Nomascus_siki,,,,
Rodentia,Noronhomys_vespuccii,,,,
Rodentia,Notiomys_edwardsii,,,,
Soricomorpha,Notiosorex_cockrumi,,,,
Soricomorpha,Notiosorex_crawfordi,,,15.0,3.69
Soricomorpha,Notiosorex_evotis,,,,
Soricomorpha,Notiosorex_villai,,,,
Rodentia,Notomys_alexis,76.7,32.75,62.4,4.01
Rodentia,Notomys_amplus,,,,
Rodentia,Notomys_aquilo,,,,
Rodentia,Notomys_cervinus,183.07,,,2.95
Rodentia,Notomys_fuscus,81.36,41.5,,3.07
Rodentia,Notomys_longicaudatus,,,,
Rodentia,Notomys_macrotis,,,,
Rodentia,Notomys_mitchellii,78.91,36.5,,3.28
Rodentia,Notomys_mordax,,,,
Chiroptera,Notopteris_macdonaldi,,,,0.99
Chiroptera,Notopteris_neocaledonica,,,,1.0
Notoryctemorphia,Notoryctes_caurinus,,,,
Notoryctemorphia,Notoryctes_typhlops,,,18.0,1.0
Chiroptera,Nyctalus_aviator,,,,1.91
Chiroptera,Nyctalus_azoreum,,,,
Chiroptera,Nyctalus_furvus,,,,
Chiroptera,Nyctalus_lasiopterus,,,,1.82
Chiroptera,Nyctalus_leisleri,,,,1.73
Chiroptera,Nyctalus_montanus,,,,
Chiroptera,Nyctalus_noctula,415.81,,144.0,1.33
Chiroptera,Nyctalus_plancyi,,,,
Carnivora,Nyctereutes_procyonoides,326.63,365.0,168.0,6.36
Chiroptera,Nycteris_arge,,,,0.98
Chiroptera,Nycteris_aurita,,,,
Chiroptera,Nycteris_gambiensis,,,,
Chiroptera,Nycteris_grandis,,,,1.0
Chiroptera,Nycteris_hispida,,,,0.99
Chiroptera,Nycteris_intermedia,,,,
Chiroptera,Nycteris_javanica,,,,1.0
Chiroptera,Nycteris_macrotis,,,,0.99
Chiroptera,Nycteris_madagascariensis,,,,
Chiroptera,Nycteris_major,,,,
Chiroptera,Nycteris_nana,,,,1.0
Chiroptera,Nycteris_parisii,,,,
Chiroptera,Nycteris_thebaica,,,,1.0
Chiroptera,Nycteris_tragata,,,,
Chiroptera,Nycteris_vinsoni,,,,
Chiroptera,Nycteris_woodi,,,,
Primates,Nycticebus_bengalensis,,,,
Primates,Nycticebus_coucang,660.82,365.0,318.0,1.12
Primates,Nycticebus_pygmaeus,,,,1.75
Chiroptera,Nycticeinops_schlieffeni,,,,2.54
Chiroptera,Nycticeius_aenobarbus,,,,
Chiroptera,Nycticeius_cubanus,,,,
Chiroptera,Nycticeius_humeralis,,,60.0,1.94
Chiroptera,Nyctiellus_lepidus,,,,
Chiroptera,Nyctimene_aello,,,,0.98
Chiroptera,Nyctimene_albiventer,,,,0.98
Chiroptera,Nyctimene_cephalotes,,,,0.98
Chiroptera,Nyctimene_certans,,,,
Chiroptera,Nyctimene_cyclotis,,,,
Chiroptera,Nyctimene_draconilla,,,,
Chiroptera,Nyctimene_keasti,,,,
Chiroptera,Nyctimene_major,,,,
Chiroptera,Nyctimene_malaitensis,,,,
Chiroptera,Nyctimene_masalai,,,,
Chiroptera,Nyctimene_minutus,,,,
Chiroptera,Nyctimene_rabori,295.82,,,1.0
Chiroptera,Nyctimene_robinsoni,,,,0.99
Chiroptera,Nyctimene_sanctacrucis,,,,
Chiroptera,Nyctimene_vizcaccia,,,,
Chiroptera,Nyctinomops_aurispinosus,,,,1.0
